ITEM #,CATEGORY,Name,DESCRIPTION,DIMENSIONS   (W x H x L),WS PRICE,MSRP,STRAP LENGTH, COLLECTION ,UPC CODE
CWGRL68,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand tooled vegetable tanned antique brown leather with turquoise and silver spot designs and accents. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$34.00,$68.00,N/A,Everyday Cowgirl Totes,671893036614
CWGRL81,Handbag,Zip Top Tote with 3 Outside Pockets,"Zip-top tote with two side pockets and front open pocket with snap. Inside has zipper compartment and two pouches. Hand-tooled vegetable tanned chocolate brown leather with intricate silver spot design and a silver floral concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 10 x 4,$87.00,$174.00,"11"" drop",Everyday Cowgirl Totes,671893036645
CWGRL88,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand tooled vegetable tanned chocolate brown leather with intricate silver spot design and a silver floral concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$34.00,$68.00,N/A,Everyday Cowgirl Totes,671893036652
FRNT282,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand-tooled vegetable tanned natural leather with silver spot accents. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$34.00,$68.00,N/A,Frontier,671893033934
FRNT499,Cell Phone Case,Small Cell Phone Case,"Cell Phone Case made to fit phone up to 4"" tall. Velcro closure on flap. Durable metal belt clip on back. Hand tooled vegetable tanned natural leather. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",2.5 x 4.5 x 1.5,$17.50,$35.00,N/A,Frontier,671893033989
LCBT270,Ladies' Wallet,Flap Wallet,"Ladies flap wallet with snap closure. Inside has three large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs, featuring a floral silver concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$36.00,$72.00,N/A,Lady Lace,671893043025
LCBT282,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs, featuring a floral silver concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$36.00,$72.00,N/A,Lady Lace,671893037413
LCBT285,Handbag,Zip-Top Shoulder Bag,"Zip top shoulder bag with an adjustable shoulder strap. Inside has a zipper compartment and two pouches. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs, featuring a floral silver concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",13 x 7 x 3.5,$79.00,$158.00,"11-14"" drop",Lady Lace,671893043032
LCBT394,Ladies' Accessory,Ladies' Accessory Case,"Ladies' Zipper Accessory Case. Inside is fully lined with plastic. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs, featuring a floral silver concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9 x 4.5 x 3,$29.00,$58.00,N/A,Lady Lace,671893037444
LCBT499,Cell Phone Case,Small Cell Phone Case,"Cell Phone Case made to fit phone up to 4"" tall. Velcro closure on flap. Durable metal belt clip on back. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",2.5 x 4.5 x 1.5,$19.00,$38.00,N/A,Lady Lace,671893037451
LCBT620,Handbag,Zip-Top Everyday Hobo with 2 Side Pockets,"Zip-top hobo with two side pockets and an adjustable strap. Inside has a zipper compartment and two pouches. Hand-tooled vegetable tanned antique brown leather with turquoise leather inlay accents and silver spot designs, featuring a floral silver concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 8 x 4.5 ,$89.00,$178.00,"12-13"" drop",Lady Lace,671893040826
LCBT682,Ladies' Accessory,Wallet with Adjustable Strap,"Ladies Hipster Wallet with adjustable, detachable shoulder strap. Inside has two large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand tooled vegetable tanned antique brown leather with turquoise leather inlay accents, featuring a floral silver concho. Accented with silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 4 x 1.5,$49.00,$98.00,"27 - 29"" drop",Lady Lace,671893039530
LCBT690,Dayplanner,Dayplanner/Address Book with Insert,"Zip-Around Dayplanner and address book with re-orderable daily planner and tabbed contact organizer. Inside has 6 flap pockets, 1 zipper compartment, 1 large pocket, and pen holder. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs, featuring a floral silver concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 10 x 1,$60.00,$120.00,N/A,Lady Lace,671893037482
LCBT691,Dayplanner,Small Dayplanner with Insert,"Small dayplanner with reorderable daily planner. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",6 x 9,$32.00,$64.00,N/A,Lady Lace,671893037499
LCBT767,Handbag,3 Compartment Zip-Top Scoop Tote,"3 compartment zip-top scoop tote. Inside has a middle zipper compartment between two large compartments and is covered with a zip-top flap for closure. Inside also has zipper pocket and two pouches. Hand-tooled vegetable tanned antique brown leather with turquoise leather inlay accents and silver spot designs, featuring a floral silver concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",13 x 8 x 4,$110.00,$220.00,"13"" drop",Lady Lace,671893037505
LCBT790,Gift,"Small Address Book, Checkbook Holder","Small address book/checkbook cover with contact organizer. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",4 x 7,$24.00,$48.00,N/A,Lady Lace,671893037512
LCBT799,New cell phone case,"Camera, PDA, MP3 Player, Cell Phone Case","Small Case made to fit MP3 Players, digital cameras, PDAs, and cell phones. Snap closure on flap. Durable metal belt clip on back. Hand-tooled vegetable tanned antique brown leather with natural turquoise leather inlay accents and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",3.25 x 5 x 1,$22.50,$45.00,N/A,Lady Lace,671893043049
LCBT868,Handbag,3 Compartment Saddle Bag,"Three compartment saddle bag with back pocket and adjustable shoulder strap. Inside has zipper compartment and two pouches. Hand-tooled vegetable tanned antique brown leather with turquoise leather inlay accents and silver spot designs, featuring a floral silver concho. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",10 x 8 x 4,$94.50,$189.00,25-28' drop,Lady Lace,671893043056
PONY270,Ladies' Wallet,Flap Wallet,"Ladies flap wallet with snap closure. Inside has three large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$38.00,$76.00,N/A,Prairie Rose,671893043063
PONY282,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$38.00,$76.00,N/A,Prairie Rose,671893034399
PONY353,Briefcase,Zip-Around Briefcase with Back Open Pocket,"Single compartment briefcase. Inside has file divider, zipper pocket and organizer compartments. Large snap pocket on back. Briefcase includes adjustable/removable shoulder strap. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots and a intricate silver scroll buckle. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",16 x 11.5 x 3,$169.00,$338.00,N/A,Prairie Rose,671893037703
PONY394,Ladies' Accessory,Ladies' Accessory Case,"Ladies' Zipper Accessory Case. Inside is fully lined with plastic. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9 x 4.5 x 3,$32.00,$64.00,N/A,Prairie Rose,671893034412
PONY445,Handbag,Carry-All Zip Top Tote with Side Open Pockets,"Carry All zip top tote with side open pockets. Inside has zipper compartment and two pouches. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots and a intricate silver scroll buckle. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",16 x 9.5 x 4.5,$128.00,$256.00,"12"" drop",Prairie Rose,671893040840
PONY499,Cell Phone Case,Small Cell Phone Case,"Cell Phone Case made to fit phone up to 4"" tall. Velcro closure on flap. Durable metal belt clip on back. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",2.5 x 4.5 x 1.5,$19.00,$38.00,N/A,Prairie Rose,671893034443
PONY516,Backpack,Large Drawstring Backpack with Front Pockets,"Large drawstring backpack with 2 front pockets and adjustable shoulder straps. Back of backpack has another zipper compartment and a comfortable handle. Hand tooled vegetable tanned rich brown leather, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",12 x 14 x 6,$139.00,$278.00,2 long adjustable straps,Road Trip,671893040857
PONY620,Handbag,Zip-Top Everyday Hobo with 2 Side Pockets,"Zip-top hobo with two side pockets and adjustable strap. Inside has a zipper compartment and two pouches. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots and a intricate silver scroll buckle. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 8 x 4.5 ,$94.50,$189.00,"13-14"" drop",Prairie Rose,671893034474
PONY651,Handbag,Zip-Around East-West Tote,"Zip-Around East-West Tote. Inside has zipper compartment and two pouches. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots and a intricate silver scroll buckle. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",14.5 x 8.5 x 5,$99.00,$198.00,"10"" drop",Prairie Rose,671893034481
PONY682,Ladies' Accessory,Wallet with Adjustable Strap,"Ladies Hipster Wallet with adjustable, detachable shoulder strap. Inside has two large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown and white pony print cowhide, and brown chrome leather body. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 4 x 1.5,$49.00,$98.00,"27 - 29"" drop",Prairie Rose,671893039547
PONY690,Dayplanner,Dayplanner/Address Book with Insert,"Zip-Around Dayplanner and address book with re-orderable daily planner and tabbed contact organizer. Inside has 6 flap pockets, 1 zipper compartment, 1 large pocket, and pen holder. C300Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 10 x 1,$64.00,$128.00,N/A,Prairie Rose,671893034498
PONY691,Dayplanner,Small Dayplanner with Insert,"Small dayplanner with reorderable daily planner. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",6 x 9,$34.00,$68.00,N/A,Prairie Rose,671893034504
PONY739,Luggage,Duffel Bag with 2 Front Pouches,"Single compartment duffel bag with zipper closure. Inside has zipper pocket and pouches. Two front compartments have snap closure. Luggage includes adjustable/detachable shoulder strap. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots and a intricate silver scroll buckle. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",18 x 13 x 10,$249.00,$498.00,N/A,Prairie Rose,671893037727
PONY790,Gift,"Small Address Book, Checkbook Holder","Small address book/checkbook cover with contact organizer. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",4 x 7,$27.00,$54.00,N/A,Prairie Rose,671893034511
PONY799,New cell phone case,"Camera, PDA, MP3 Player, Cell Phone Case","Small Case made to fit MP3 Players, digital cameras, PDAs, and cell phones. Snap closure on flap. Durable metal belt clip on back. Hand tooled vegetable tanned rich brown leather with cream leather accents and brown chrome leather body. Accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",3.25 x 5 x 1,$21.00,$42.00,N/A,Prairie Rose,671893037734
PONY877,Handbag,Large Zip-Top Carry-All,"Large Zip-Top Carry-All with Front Slip Pockets. Inside has zipper pocket and two pouches. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots and a intricate silver scroll buckle. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",14 x 14.5 x 5,$134.00,$268.00,"10"" drop",Prairie Rose,671893034535
PONY882,Ladies' Wallet,Ladies' Tri-Fold French Wallet,"Ladies tri-fold french wallet with snap closure. Inside contains 8 card slots, clear ID window, and 7 compartments. Back has zipper coin pocket. Brown and white printed cowhide hair-on hide surrounded by a brown chrome leather body, and accented with antiqued silver spots. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",5 x 4,$31.00,$62.00,N/A,Prairie Rose,671893043070
PONY900,Handbag,Zip-Top Shoulder Bag with Front Pocket,"Zip-top shoulder bag with adjustable shoulder strap. Front open pocket under flap. Inside has a zipper compartment and two pouches. Hand tooled vegetable tanned rich brown leather with cream leather accents, brown chrome leather body, and brown and white printed cowhide. Accented with antiqued silver spots and a intricate silver scroll buckle. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",11 x 7 x 3,$84.00,$168.00,"12-14"" drop",Prairie Rose,671893043087
ROPE235,Handbag,East-West 3 Compartment Tote with 2 Side Pockets,"East-West 3 Compartment Tote with two side pockets. Inside has zipper pocket and two pouches. Interior is one middle zipper compartment and snap closure compartments on either side. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs, accented with an exclusive Western Star buckle set. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",12 x 7 x 5.5,$99.00,$198.00,"11"" drop",Round-Up,671893037796
ROPE270,Ladies' Wallet,Flap Wallet,"Ladies flap wallet with snap closure. Inside has three large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$36.00,$72.00,N/A,Round-Up,671893043094
ROPE275,Handbag,Zip-Top Hobo with Front Open Pockets,"Zip top hobo with front open pockets and an adjustable shoulder strap. Inside has a zipper compartment and two pouches. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs, accented with an exclusive Western Star buckle set. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",11 x 8 x 3.5,$79.00,$158.00,"12-14"" drop",Round-Up,671893040895
ROPE282,Ladies' Wallet,Ladies' Tri-Fold Wallet,"Ladies tri-fold wallet with snap closure. Inside contains flap for checkbook, 13 card slots, 5 compartments. Back has zipper coin pocket. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",7.5 x 4,$36.00,$72.00,N/A,Round-Up,671893037819
ROPE324,Handbag,Zip Top Tote with 3 Outside Pockets,"Zip-top tote with two side pockets and front open pocket with snap. Inside has zipper compartment and two pouches.  Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs, accented with an exclusive Western Star buckle set. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 10 x 4,$89.00,$178.00,"11"" drop",Round-Up,671893043100
ROPE394,Ladies' Accessory,Ladies' Accessory Case,"Ladies' Zipper Accessory Case. Inside is fully lined with plastic. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9 x 4.5 x 3,$29.00,$58.00,N/A,Round-Up,671893043117
ROPE404,Handbag,Small Coach,"Small single compartment coach with snap closure on buckle. Inside pouch.  Handbag includes adjustable/detachable strap. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs, accented with an exclusive Western Star buckle set. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 7 x 5.5,$84.00,$168.00,"21-24"" drop",Round-Up,671893043124
ROPE499,Cell Phone Case,Small Cell Phone Case,"Cell Phone Case made to fit phone up to 4"" tall. Velcro closure on flap. Durable metal belt clip on back. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",2.5 x 4.5 x 1.5,$21.00,$42.00,N/A,Round-Up,671893037864
ROPE620,Handbag,Zip-Top Everyday Hobo with 2 Side Pockets,"Zip-top hobo with side pockets and adjustable strap. Inside has zipper compartment and two pouches. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs, accented with an exclusive Western Star buckle set. Each handbag features a silver signature keepsake and includes a protective storage bag. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",9.5 x 8 x 4.5 ,$89.00,$178.00,"11-12"" drop",Round-Up,671893037871
ROPE682,Ladies' Accessory,Wallet with Adjustable Strap,"Ladies Hipster Wallet with adjustable, detachable shoulder strap. Inside has two large compartments, a zipper compartment, 10 credit card compartments, and 2 clear ID windows. Hand tooled vegetable tanned antique brown leather trims rich brown leather trim and body. Accented with silver spots and a star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 4 x 1.5,$49.00,$98.00,"27 - 29"" drop",Round-Up,671893039554
ROPE690,Dayplanner,Dayplanner/Address Book with Insert,"Zip-Around Dayplanner and address book with re-orderable daily planner and tabbed contact organizer. Inside has 6 flap pockets, 1 zipper compartment, 1 large pocket, and pen holder. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Accented with silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",8 x 10 x 1,$60.00,$120.00,N/A,Round-Up,671893037888
ROPE691,Dayplanner,Small Dayplanner with Insert,"Small dayplanner with reorderable daily planner. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",6 x 9,$34.00,$68.00,N/A,Round-Up,671893037895
ROPE790,Gift,"Small Address Book, Checkbook Holder","Small address book/checkbook cover with contact organizer. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Chocolate brown chrome leather body and silver spot designs. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",4 x 7,$24.00,$48.00,N/A,Round-Up,671893037949
ROPE799,New cell phone case,"Camera, PDA, MP3 Player, Cell Phone Case","Small Case made to fit MP3 Players, digital cameras, PDAs, and cell phones. Snap closure on flap. Durable metal belt clip on back. Chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Accented by silver spots and a star metal concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",3.25 x 5 x 1,$21.00,$42.00,N/A,Round-Up,671893043137
ROPE882,Ladies' Wallet,Ladies' Tri-Fold French Wallet,"Ladies tri-fold french wallet with snap closure. Inside contains 8 card slots, clear ID window, and 7 compartments. Back has zipper coin pocket. Hand tooled vegetable tanned chocolate brown leather trims hand-tooled cattle brands in antique brown leather. Silver spot accents and a bold silver star concho. Each piece is made by hand, one at a time. This item is backed by the American West Lifetime Guarantee",5 x 4,$31.00,$62.00,N/A,Round-Up,671893043148
